texto_review,sentimento_real,sentimento_previsto
Gostaria de fazer a devolução do produto. Já entrei no site solicitando o cancelamento mas já se passaram 48 horas e ainda não obtive resposta de como devo proceder.,1,0
"desatenciosos com problema de produto ""empacado"" no correio por 10 dias. QUERO MEU PRODUTO",0,0
maravilhoso....satisfeitos...entrega rápida,1,1
otima,1,1
"Ainda não recebi o produto,pois comprei 3 e apenas 1 foi entregue e ninguém entrou em contato p dar uma explicação, nem mesmo a loja Américanas,quero meus produtos 
",0,0
"Realizei a compra de duas bonecas e recebi somente uma, só que a nota fiscal veio com o valor da duas e ainda não recebi a outra.",0,0
positia,1,1
O termômetro veio com a pilha vazando e não ligou. ,0,0
"Comprei dois sapatinhos para cães e recebi apenas um. Porém, a nota fiscal foi emitida com os dois itens. ",0,0
"recomendo o vendedor muito bom entrega no tempo previsto. 
",1,1
Muito satisfeita...,1,1
"Houve um problema de comunicação entre os e-mail enviados e s/ a entrega em separado sem aviso. mas no final recebi tudo certo e no prazo. Assim sendo, recomendo e compraria novamente",1,1
"Achei o produto muito leve em relação aos modelos antigos. Ele é completamente feito em plástico, entenda-se, uma ducha corona mais potente. ",0,1
òtimo,1,1
Anunciam um produto de uma marca entregam de outra inclusive não me deram uma resposta sobre o outro produto que comprei trata-se de uma fonte para Xbox 360 no anúncio original chegou um similar e ai?,0,0
Gostei muito da agilidade na entrega,1,1
Produto atendeu as expectativas e a entrega foi rápida.,1,1
"Se a mesa fosse um pouco mais alta teria mais utilidade ainda. Mas entrega dentro do prazo, r produto correto. ",1,1
Produto entregue antes do prazo . Superou as espectativas !,1,1
Ja recebi outras mercadorias e esse lençol ñ veio.,0,0
gostei muito do produto e recomendo para quem quer um relógio digital completo.,1,1
Não chegou o que comprei e nem me ligaram para dar nenhuma satisfação,0,0
Pertfeito,1,1
Muito excelente,1,1
produto muito frágil. Não vale o valor pago.,0,0
otimo,1,1
veio somente uma pastilha de 06 e nao recebi o cloro ainda !!!,0,0
Bom,1,1
"MUITO BOM, MAS DEVERIA ESPECIFICAR MAS SOBRE O PRODUTO....",1,1
Muito bom recebi antes do prazo foi espetacular ,1,1
Super funciona,1,1
"Gostei do produto, recomendo.estou satisfeita com.o produto.
Obrigada!!",1,1
O teclado não foi entregue ainda ,0,0
"O material não é muito bom, e foi entregue com a almofada, com a costura toda torta, não parece que é um coração. ",0,1
Ótimo ptoduto,1,1
SUPER RECOMENDO,1,1
muito bom,1,1
"O anúncio da a entender que se trata de um produto original da xerox. No entanto, o cartucho toner parece ser produto reciclado de fornecedor pararelo.",0,0
Ótimo produto,1,1
Muita demora na entrega.,0,0
"Tapete macio, peludo, qualidade excelente cor igual a da foto, superou minhas expectativas! ",1,1
já havia comprado outro Ferrari black na internet por preço semelhante mas de outro fornecedor. O que recebi agora praticamente não tem fixação. E de baixa qualidade.,0,0
só me causou estranheza que o vidro do perfume não veio lacrado com o plástico. com isso dá margem para desconfiar a originalidade do produto.,1,0
Enviaram para origem em Blumenau e estão pedindo pra eu retirar lá. Impossível ,0,0
"Só o tecido é muito fino ,mais muito linda minhas meninas amaram,entrega antes do prazo muito bom! ",0,1
"Muito bom, foi entregada bem antes do previsto. ",1,1
Senhores recebemos o produto no sábado entregamos p minha sobrinha ontem na véspera como presente de natal. Vocês enviaram o par de patins somente do lado direito. Minha sobrinha chorou muito já estav,0,0
Comprei mas estava indisponível aí não recebi no prazo 🤔 ,0,0
Produto enviado rapidamente. Chegou direitinho. Recomendo!,1,1
EXCELENTE,1,1
Ótimo Produto tudo de acordo com o anuncio e a entrega foi muito rápida estou muito satisfeito,1,1
"COMPREI E PAGUEI, O PRODUTO NÃO FOI ENTREGUE. E NÃO OBTIVE RESPOSTA ATÉ O MOMENTO SOBRE O QUE SERÁ FEITO À RESPEITO!!! ",0,0
"Tudo Ok.

",1,1
O produto foi entregue antes do prazo informado. Recomendo a todos.,1,1
Amei comprar com vcs,1,1
MUITO BOM! EMPRESA SHOW...,1,1
Não chegou o produto que comprei. Estou insatisfeita com a loja.,0,0
Comprei dois produtos e só chegou um até o presente momento ,0,0
"Gostaria de saber o que houve, pois até agora não chegou meu produto!!!",0,0
Bom Produto. Recomendo.,1,1
"entrega bem rápida, deram mais dias e chegou bem antes do prazo, produto liindo e veio tudo certinho",1,1
"Fiz o meu pedido e já venceu o prazo de entrega, e até agora não recebi o meu produto. Péssimo...não recomendo! Somente transtorno!",0,0
"Comprei duas unidades e recebi apenas uma com o valor de duas. Até hj espero a resolução do problema e as respostas dos inúmeros e-mail que mandei!
Nota Zero!",0,0
"Ótimo produto,só pensei que era mais grosso mas gostei muito",1,1
Adorei as compras pelo site site confiável ,1,1
"Péssimo produto! Os que são vendidos nas lojinhas de 1.99 talvez seja mais satisfatório! E ainda veio um quebrado, mesmo estando bem embalado, ou seja dá pra pensar que já foi armazenado quebrado ",0,0
"excelente produto, liguei um ar condicionado portátil de 12.000 BTus. Tudo OK.
",1,1
recomendo a loja...meu produto chegou antes do prazo é em perfeitas condições .,1,1
Produto não entregue.,0,0
"Olha...fiquei mto satisfeito com a mercadoria, e recomendo com certeza, foi rápida a entrega, sem sombra de dúvidas, irei comprar mais vezes.
Parabéns... ",1,1
"Comprei 2 pendentes e só me entregaram 1
",0,0
Peço por gentileza que vcs agilize a entrega deste produto.,0,0
"Mesmo passando do prazo de entrega do produto, gostei do atendimento via internet via internet resolvendo o problema.",1,1
Bom o produto é bom mas eu comprei 5 radinho e só veio 3 ,0,1
"O produto anunciado é um e o produto entregue é outro e de baixissima qualidade. Inadimissivel esse tipo de atitude que fere o codigo de defesa do consumidor, entregar produto diferente do anunciado",0,0
Comprei um produto e me enviaram outro similar sem me perguntar se eu queria a troca,0,0
"Boa noite, o produto não funciona, e agora como resolvemos isto....",0,0
Excelente loja e produto. Recomendo,1,1
"Comprei um produto, progressiva all time.
no valor de 199,00 mas me mandaram o produto da edição especial que no site está no valor de 51,90.
Isto não é justo. Espero que seja ressarcido a diferença",0,0
"pelo valor do produto, achei que faltou recursos nos botões do relógio, O próprio mostrador do horário é pequeno para um relógio desse porte. Produto muito bonito, estiloso. Entrega rápida.",1,1
Loja excelente. Cumpre o prazo.,1,1
"foi minha primeira compra. e deu tudo certo. 
super indico",1,1
Deu tudo certo.,1,1
"Até o momento, recebi apenas um dos produtos. Falta entregar o outro.",0,0
"lannister como sempre ótima, com entrega antes do prazo.",1,1
"Tem mais de mês que realizei a compra e até hj nem a nota fiscal foi emitida, e não consigo entrar em contato, e tão pouco me deram satisfação.
Parceiro irresponsável da stark, Não recomendo.",0,0
"Produto conforme a descrição do anúncio e entregue dentro do prazo.
Estou muito satisfeita.",1,1
otimo,1,1
o produto confere com todas as descrições ...meu filho amou....,1,1
bom produto,1,1
o produto era pra ter cegado até dia 18 e não chegou,0,0
Comprei 02 relógios e um veio correto e o outro totalmente errado.,0,0
"O produto chegou no prazo e conforme,produto de ótima qualidade",1,1
A película de gel veio de outro aparelho.,0,0
PRODUTO MUITO BOM CHEGOU NO PRAZO ESPERADO.,1,1
Ok,1,1
Só não avaliei com 5 estrelas em razão de ter vindo produto diverso: era vermelho e veio azul.,1,1
A estante veio com duas bandejas amassadas ,0,0
MUITO BOM E ENTREGA DENTRO DO PRAZO.,1,1
"Ta, de rosca, não chega",0,1
Entrega no prazo ,1,1
Eu recomendo,1,1
O produto entregue não corresponde ao produto que eu encomendei. ,0,0
"Entregou tudo muito bem embalado, amei. Amo esse fone por isso já comprei 3 pra família toda.",1,1
Muito bom! Entrega ocorreu antes do previsto,1,1
Frete absurdo !!!,1,0
"Fiquei muito satisfeita.
",1,1
NA MINHA OPINIÃO RECOMENDO O MEU PRODUTO FOI ENTREGUE ANTES DO PRASO ,1,1
Adorei comprar cm vcs.recomendo.,1,1
"Pré treino muito bom, um dos melhores do mercado, se não for o melhor. ",1,1
"Produto veio como mostra na foto,veio certinho e chegou Antes do prazo,super recomendo,amei",1,1
"Adorei minha compra, chegou super rápido, recomendo muito a Lojas lannister, minha preferida.",1,1
Entregue antes do prazo...,1,1
O produto chegou antes do prazo estipulado mas não veio conforme anuncio e não funcionou.,0,1
Gostei muito,1,1
Sem comentários,1,0
"A entrega foi rápida, mas temos que melhorar no rastreamento, pois a gente quase não consegui rastrear.",1,1
Muito boa,1,1
Preciso do produto urgentemente e ele não chegou no prazo e até hoje eu espero. ,0,0
"fiz uma excelente compra, e um otimo atentimento parabéns ",1,1
Demora a entrega,0,0
Produto chegou antes e de excelente qualidade. Recomendo😍,1,1
"Material de péssima qualidade, os iloes rasgados. Preciso de troca ou reembolso.",0,0
Estou satisfeito com a atendimento ... grato ,1,1
"Estou esperando mais de 1 mês para ser entregue o produto e me mandam msg dizendo que não tem mais no estoque ?! Como assim !?
Achei um absurdo espero recebe meu produto se não . Eu não compro mais !",0,0
"O produto chegou suuuper rápido, super bem embalado. Adorei!!! Certamente comprarei mais vezes!!!",1,1
Excelente produto. Entregue muito bem embalado. Perfeito igual na foto e na descrição. ,1,1
"O produto chegou no prazo e é como descrito porem na parte de tras do produto ficou desnivelado, faltou acabamento.",1,1
"O produto foi entregue um dia depois do prazo e chegou com defeito, estou até hoje aguardando email da targaryen para devolver e obter o que realmente comprei. Não indico a ninguém a compra pelo stark",0,0
O produto não chegou....minha bebê nasce no inicio de março e não tenho bolsa da maternidade...pois essa que comprei não chegou...paguei frete e não entendi o porquê de vir via pac...esta demorando,0,0
"Produto entregue antes do prazo. Recomendo pela agilidade e atendimento.
",1,1
Adorei a mercadoria com certeza vou comprar mais.,1,1
Recebi o produto muito antes da data prevista pela loja,1,1
"produto bom, chegou no prazo",1,1
Arrasou,1,1
Quero aqui dizer que sou cliente de muito tempo da stark e compro muito...Mais nunca tinha comprado um produto de tão péssima qualidade como esse...Quero aqui dizer que o produto vai pra lixo...,0,0
um dos melhores sites de compra,0,1
Atendeu as minhas expectativas e chegou muito rápido! Bem antes do prazo.,1,1
"É muito bom comprar e encontrar grandes vendedores, isso gera confiança entre as partes, o meu muito obrigado.",1,1
Produto de ótima qualidade e excelente entrega..recomendo.,1,1
"Perfeito... entrega antes do previsão 
Produto otimoo",1,1
"Entregaram antes do prazo 
Recomendo !!! ",1,1
Original mt bom,1,1
Não entregaram os 2 itens comprados ,0,0
Nao recebi,0,0
"Gosto muito de comprar nas lojas americana São muito pontual e a entrega rápida.
",1,1
Frete muito lento! ,0,1
"O produto é ótimo, mas as cores diferenciaram das da propaganda do site, porém gostei destas cores também.",1,1
"Relógio lindo, apenas menor que o esperado.
Mas veio tudo certinho, na caixa com garantia etc. Comprei pela mega Mix.",1,1
"excelente produto loja muito competente,produto entregue antes do prazo.Só tenho a elogiar nunca tive problemas com minhas compras.PARABÉNS lannister.*****",1,1
O produto chegou super rápido e veio tudo certo!,1,1
gostei e platico,1,1
"Loja melhor só na Irineu, vc não sabe nem eu",1,1
recomendo,1,1
Aprovadissima a compra! Foi entregue antes do prazo estipulado. Super recomendado. ,1,1
"O produto oferecido não é igual ao produto entregue!
Eliani",0,0
ótimo atendimento ,1,1
otimo,1,1
"Produto chegou sem nota fiscal, ainda não instalei, portanto ainda não posso dizer se está em condições de uso.",0,1
O produto está em atraso. ,0,0
"Pedi e paguei por dois cartuchos, recebi apenas um e não consigo entrar em contato com alguém que me informe como proceder nesse caso.",0,0
"Ótimo produto. Previsão de entrega de 09 dias e na verdade entregaram no dia seguinte da compra, o que gerou uma satisfação muito grande.

Travesseiro superou minhas expectativas, por ter regulagem.",1,1
estou gostando,1,1
Chegou bem antes do previsto! Parabens!,1,1
tudo conforme o combinado. Obrigada,1,1
DESTA VEZ DOU O PARABÈNS O PEDIDO FOI ENTREGUE ANTES DA DATA,1,1
"Parabéns vendedor ótimo profissional
",1,1
"Comprei a armação como sendo um modelo original, ou seja, da marca targaryen. Mas, na verdade é uma réplica da Dior. Queria adquirir um produto ""sem marca"". E não uma réplica.
",0,0
"Recebi a encomenda, mas poderia ser breve a entrega,e sem frete pela tamanha da encomenda.
",1,0
So acho que esta demorando muito ,0,0
"Maravilhoso, comprei e indico qualquer um comprar!",1,1
compra sem embaraço e atropelos . Recomendo a tds.,1,1
Entrega realizada maravilhosamente 10 dias antes do prazo.,1,1
" Nao tenho de que reclamar sempre que compro recebo sempre no praso os produtos maravilhoso so agradecer 

",1,1
Pedi um produto que vinha com cabo para telefone Apple conforme imagem. Me enviaram um sem o cabo e com um cabo pirata para Samsung! Ridículo!,0,0
"o produto de ótima qualidade, dei de presente para a mamãe e ela amou",1,1
Comprei 2 tapete grandes e eles vieram dobrados. Junto veio uma carta pedindo desculpas porque os correios não aceitam embalagens com mais de 1 metro. Penso que deveria ter vindo por transportadora. ,0,0
"Comprei dois produtos mas, ao chegar aos Correios com o código, entregaram-me apenas um dos itens que eu havia comprado.",0,0
Muito Bom!.Continuem assim,1,1
Otima qualidade,1,1
"Produto entregue antes do prazo. Muito bem embalado, parabéns a toda equipe.",1,1
"Porem veio faltando uma peça, são dois desenhos grandes dos lados da penteadeira porem veio só um lado. Faltou o desenho da ladybug .. Ou quero peça faltante ou vou devolver... Obrigada ",0,0
Chegou antes do previsto,1,1
"O anúncio mostrava um cartucho original HP 670 XL e recebi um cartucho genérico, num saco plástico. Nem marca tem. Liguei p/ as lannister que terceirizaram pro fornecedor. Estou indignado!",0,0
Me deram um prazo gigantesco para enviar o produto e no ?último dia? me enviaram um e-mail dizendo que não tem o produto. Agora tenho a burocracia para receber meu dinheiro de volta. ,0,0
Ótimo produto em ótimo prazo de entrega,1,1
Entrega antes da data.,1,1
Avaliação positiva,1,0
"Produto ótimo,recebi bem antes do prazo.Muito satisfeita.",1,1
Já comprei várias vezes e ainda vou comprar...,1,1
Pronta entrega do mesmo produto anunciado.,1,1
"Entrega rápida, pra configurar o WiFi Repeater é complicado só com auxílio de um técnico!!!",1,1
Não foi entregue o produto. Estava previsto para 27/08 ,0,0
"prazo de entrega ultrapassou o previsto, vi pelo status q ocorreu algo durante o transporte da mercadoria e esperava um contato para justificar o acontecido e q por isso a entrega atrasaria mas ñ tive",0,0
